Port,Protocol,Service,Description,Risk,Category,Recommendation
6888,tcp,muse,MUSE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6888,udp,muse,MUSE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6889-6899,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6900,tcp,rtimeviewer,R*TIME Viewer Data Interface,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6900,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6901,tcp,jetstream,Novell Jetstream messaging protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6901,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6902-6923,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6924,tcp,split-ping,Ping with RX/TX latency/loss split,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6924,udp,split-ping,Ping with RX/TX latency/loss split,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6925-6934,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6935,tcp,ethoscan,EthoScan Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6935,udp,ethoscan,EthoScan Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6936,tcp,xsmsvc,XenSource Management Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6936,udp,xsmsvc,XenSource Management Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6937-6945,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6946,tcp,bioserver,Biometrics Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6946,udp,bioserver,Biometrics Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6947-6950,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6951,tcp,otlp,OTLP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6951,udp,otlp,OTLP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6952-6960,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6961,tcp,jmact3,JMACT3,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6961,udp,jmact3,JMACT3,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6962,tcp,jmevt2,jmevt2,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6962,udp,jmevt2,jmevt2,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6963,tcp,swismgr1,swismgr1,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6963,udp,swismgr1,swismgr1,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6964,tcp,swismgr2,swismgr2,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6964,udp,swismgr2,swismgr2,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6965,tcp,swistrap,swistrap,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6965,udp,swistrap,swistrap,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6966,tcp,swispol,swispol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6966,udp,swispol,swispol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6967-6968,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6969,tcp,acmsoda,acmsoda,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6969,udp,acmsoda,acmsoda,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6970,tcp,conductor,Conductor test coordination protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6970,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6970,sctp,conductor-mpx,conductor for multiplex,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6971-6979,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6980,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6980,udp,qolyester,QoS-extended OLSR protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6981-6996,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6997,tcp,MobilitySrv,Mobility XE Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6997,udp,MobilitySrv,Mobility XE Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6998,tcp,iatp-highpri,IATP-highPri,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6998,udp,iatp-highpri,IATP-highPri,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6999,tcp,iatp-normalpri,IATP-normalPri,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
6999,udp,iatp-normalpri,IATP-normalPri,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7000,tcp,afs3-fileserver,file server itself,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7000,udp,afs3-fileserver,file server itself,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7001,tcp,afs3-callback,callbacks to cache managers,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7001,udp,afs3-callback,callbacks to cache managers,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7002,tcp,afs3-prserver,users & groups database,MEDIUM,Database,Restrict database access; Disable public exposure; Enable encryption; Use strong authentication.
7002,udp,afs3-prserver,users & groups database,MEDIUM,Database,Restrict database access; Disable public exposure; Enable encryption; Use strong authentication.
7003,tcp,afs3-vlserver,volume location database,MEDIUM,Database,Restrict database access; Disable public exposure; Enable encryption; Use strong authentication.
7003,udp,afs3-vlserver,volume location database,MEDIUM,Database,Restrict database access; Disable public exposure; Enable encryption; Use strong authentication.
7004,tcp,afs3-kaserver,AFS/Kerberos authentication service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7004,udp,afs3-kaserver,AFS/Kerberos authentication service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7005,tcp,afs3-volser,volume managment server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7005,udp,afs3-volser,volume managment server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7006,tcp,afs3-errors,error interpretation service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7006,udp,afs3-errors,error interpretation service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7007,tcp,afs3-bos,basic overseer process,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7007,udp,afs3-bos,basic overseer process,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7008,tcp,afs3-update,server-to-server updater,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7008,udp,afs3-update,server-to-server updater,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7009,tcp,afs3-rmtsys,remote cache manager service,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
7009,udp,afs3-rmtsys,remote cache manager service,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
7010,tcp,ups-onlinet,onlinet uninterruptable power supplies,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7010,udp,ups-onlinet,onlinet uninterruptable power supplies,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7011,tcp,talon-disc,Talon Discovery Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7011,udp,talon-disc,Talon Discovery Port,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7012,tcp,talon-engine,Talon Engine,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7012,udp,talon-engine,Talon Engine,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7013,tcp,microtalon-dis,Microtalon Discovery,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7013,udp,microtalon-dis,Microtalon Discovery,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7014,tcp,microtalon-com,Microtalon Communications,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7014,udp,microtalon-com,Microtalon Communications,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7015,tcp,talon-webserver,Talon Webserver,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
7015,udp,talon-webserver,Talon Webserver,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
7016,tcp,spg,SPG Controls Carrier,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7016,udp,spg,SPG Controls Carrier,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7017,tcp,grasp,GeneRic Autonomic Signaling Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7017,udp,grasp,GeneRic Autonomic Signaling Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7018,tcp,fisa-svc,FISA Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7018,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7019,tcp,doceri-ctl,doceri drawing service control,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7019,udp,doceri-view,doceri drawing service screen view,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7020,tcp,dpserve,DP Serve,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7020,udp,dpserve,DP Serve,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7021,tcp,dpserveadmin,DP Serve Admin,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7021,udp,dpserveadmin,DP Serve Admin,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7022,tcp,ctdp,CT Discovery Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7022,udp,ctdp,CT Discovery Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7023,tcp,ct2nmcs,Comtech T2 NMCS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7023,udp,ct2nmcs,Comtech T2 NMCS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7024,tcp,vmsvc,Vormetric service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7024,udp,vmsvc,Vormetric service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7025,tcp,vmsvc-2,Vormetric Service II,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7025,udp,vmsvc-2,Vormetric Service II,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7026,tcp,loreji-panel,Loreji Webhosting Panel,LOW,Web Services,Enable HTTPS; Keep web server updated; Use a Web Application Firewall (WAF).
7026,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7027-7029,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7030,tcp,op-probe,ObjectPlanet probe,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7030,udp,op-probe,ObjectPlanet probe,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7031,tcp,iposplanet,IPOSPLANET retailing multi devices protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7031,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7032-7039,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7040,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7040,udp,quest-disc,Quest application level network service discovery,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7041-7069,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7070,tcp,arcp,ARCP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7070,udp,arcp,ARCP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7071,tcp,iwg1,IWGADTS Aircraft Housekeeping Message,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7071,udp,iwg1,IWGADTS Aircraft Housekeeping Message,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7072,tcp,iba-cfg,iba Device Configuration Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7072,udp,iba-cfg-disc,iba Device Configuration Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7073,tcp,martalk,MarTalk protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7073,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7074-7079,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7080,tcp,empowerid,EmpowerID Communication,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7080,udp,empowerid,EmpowerID Communication,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7081-7087,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7088,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7088,udp,zixi-transport,Zixi live video transport protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7089-7094,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7095,udp,jdp-disc,Java Discovery Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7095,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7096-7098,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7099,tcp,lazy-ptop,lazy-ptop,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7099,udp,lazy-ptop,lazy-ptop,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7100,tcp,font-service,X Font Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7100,udp,font-service,X Font Service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7101,tcp,elcn,Embedded Light Control Network,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7101,udp,elcn,Embedded Light Control Network,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7102-7106,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7107,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7107,udp,aes-x170,AES-X170,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7108-7116,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7117,tcp,rothaga,Encrypted chat and file transfer service,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7117,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7118-7120,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7121,tcp,virprot-lm,Virtual Prototypes License Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7121,udp,virprot-lm,Virtual Prototypes License Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7122,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7123,tcp,snif,End-to-end TLS Relay Control Connection,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7123,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7124-7127,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7128,tcp,scenidm,intelligent data manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7128,udp,scenidm,intelligent data manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7129,tcp,scenccs,Catalog Content Search,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7129,udp,scenccs,Catalog Content Search,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7130-7160,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7161,tcp,cabsm-comm,CA BSM Comm,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7161,udp,cabsm-comm,CA BSM Comm,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7162,tcp,caistoragemgr,CA Storage Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7162,udp,caistoragemgr,CA Storage Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7163,tcp,cacsambroker,CA Connection Broker,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7163,udp,cacsambroker,CA Connection Broker,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7164,tcp,fsr,File System Repository Agent,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7164,udp,fsr,File System Repository Agent,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7165,tcp,doc-server,Document WCF Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7165,udp,doc-server,Document WCF Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7166,tcp,aruba-server,Aruba eDiscovery Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7166,udp,aruba-server,Aruba eDiscovery Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7167,tcp,casrmagent,CA SRM Agent,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7167,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7168,tcp,cnckadserver,cncKadServer DB & Inventory Services,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7168,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7169,tcp,ccag-pib,Consequor Consulting Process Integration Bridge,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7169,udp,ccag-pib,Consequor Consulting Process Integration Bridge,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7170,tcp,nsrp,Adaptive Name/Service Resolution,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7170,udp,nsrp,Adaptive Name/Service Resolution,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7171,tcp,drm-production,Discovery and Retention Mgt Production,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7171,udp,drm-production,Discovery and Retention Mgt Production,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7172,tcp,metalbend,Port used for MetalBend programmable interface,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7172,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7173,tcp,zsecure,zSecure Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7173,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7174,tcp,clutild,Clutild,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7174,udp,clutild,Clutild,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7175-7180,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7181,udp,janus-disc,Janus Guidewire Enterprise Discovery Service Bus,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7181,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7182-7199,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7200,tcp,fodms,FODMS FLIP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7200,udp,fodms,FODMS FLIP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7201,tcp,dlip,DLIP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7201,udp,dlip,DLIP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7202,tcp,pon-ictp,"Inter-Channel Termination Protocol (ICTP) for multi-wavelength PON
    (Passive Optical Network) systems",LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7202,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7203-7214,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7215,tcp,PS-Server,Communication ports for PaperStream Server services,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7215,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7216,tcp,PS-Capture-Pro,PaperStream Capture Professional,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7216,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7217-7226,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7227,tcp,ramp,Registry A & M Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7227,udp,ramp,Registry A & M Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7228,tcp,citrixupp,Citrix Universal Printing Port,LOW,Printing Services,Restrict printer access; Disable unused print services.
7228,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7229,tcp,citrixuppg,Citrix UPP Gateway,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7229,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7230-7233,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7234,tcp,asa-gateways,Traffic forwarding for Okta cloud infra,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7234,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7235,udp,aspcoordination,ASP Coordination Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7235,tcp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7236,tcp,display,Wi-Fi Alliance Wi-Fi Display Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7236,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7237,tcp,pads,PADS (Public Area Display System) Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7237,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7238-7243,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7244,tcp,frc-hicp,FrontRow Calypso Human Interface Control Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7244,udp,frc-hicp-disc,FrontRow Calypso Human Interface Control Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7245-7261,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7262,tcp,cnap,Calypso Network Access Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7262,udp,cnap,Calypso Network Access Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7263-7271,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7272,tcp,watchme-7272,WatchMe Monitoring 7272,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7272,udp,watchme-7272,WatchMe Monitoring 7272,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7273,tcp,oma-rlp,OMA Roaming Location,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7273,udp,oma-rlp,OMA Roaming Location,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7274,tcp,oma-rlp-s,OMA Roaming Location SEC,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7274,udp,oma-rlp-s,OMA Roaming Location SEC,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7275,tcp,oma-ulp,OMA UserPlane Location,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7275,udp,oma-ulp,OMA UserPlane Location,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7276,tcp,oma-ilp,OMA Internal Location Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7276,udp,oma-ilp,OMA Internal Location Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7277,tcp,oma-ilp-s,OMA Internal Location Secure Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7277,udp,oma-ilp-s,OMA Internal Location Secure Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7278,tcp,oma-dcdocbs,OMA Dynamic Content Delivery over CBS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7278,udp,oma-dcdocbs,OMA Dynamic Content Delivery over CBS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7279,tcp,ctxlic,Citrix Licensing,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7279,udp,ctxlic,Citrix Licensing,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7280,tcp,itactionserver1,ITACTIONSERVER 1,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7280,udp,itactionserver1,ITACTIONSERVER 1,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7281,tcp,itactionserver2,ITACTIONSERVER 2,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7281,udp,itactionserver2,ITACTIONSERVER 2,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7282,tcp,mzca-action,eventACTION/ussACTION (MZCA) server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7282,udp,mzca-alert,eventACTION/ussACTION (MZCA) alert,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7283,tcp,genstat,General Statistics Rendezvous Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7283,udp,Unknown,Reserved,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7284-7299,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7300-7359,,swx,The Swiss Exchange,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7360-7364,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7365,tcp,lcm-server,LifeKeeper Communications,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7365,udp,lcm-server,LifeKeeper Communications,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7366-7390,,Unknown,Unassigned,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
7391,tcp,mindfilesys,mind-file system server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
